,xgb_importance,boruta_score,shap_mean_abs,avg_norm_rank,xgb_importance_norm,boruta_score_norm,shap_mean_abs_norm
m1_dom_freq,4.8185149898927194e-05,0.0,0.0,7.740954268100864e-05,0.00023222862804302594,0.0,0.0
m2_dom_freq,2.2507511948788307e-05,0.0,17.771060276031495,6.433240992585882e-05,0.00010847509308351231,0.0,8.452213669406414e-05
emae_tendencia_ciclo_spec_centroid_diff1,1.7722575154266452e-05,0.0,17.843720769882204,5.676059425407619e-05,8.541406059953649e-05,0.0,8.486772216269209e-05
emae_desestacionalizado_dom_freq_diff1,2.6601200238474122e-05,0.0,8.579137659072876,5.633615452123932e-05,0.0001282046491219113,0.0,4.080381444180669e-05
emae_tendencia_ciclo_diff3,1.1751085948219497e-05,0.0,22.481714844703674,5.4520409862409237e-05,5.663443142741893e-05,0.0,0.00010692679815980877
tasa_prestamos_personales_dom_freq,2.1626008287967124e-05,0.0,12.168317985534667,5.403374582244647e-05,0.00010422668073662106,0.0,5.7874556730718365e-05
inflacion_dom_freq_diff1,3.160412607030594e-05,0.0,0.0,5.077209370660885e-05,0.00015231628111982655,0.0,0.0
emae_tendencia_ciclo_spec_centroid_diff3,2.635689967860344e-05,0.0,4.974953556060791,5.022965091430694e-05,0.00012702724106221,0.0,2.3661711680710833e-05
merval_maximo_dom_freq_diff3,2.114623809958971e-05,0.0,9.403853702545167,4.888024243598153e-05,0.00010191442534556102,0.0,4.472630196238355e-05
emae_original_dom_freq_diff3,2.682302365428768e-05,0.0,1.9605073928833008,4.619940990067411e-05,0.00012927372844677082,0.0,9.324501255251496e-06
tc_minorista_dom_freq_diff1,2.071761272190997e-05,0.0,5.759980201721191,4.241469748975698e-05,9.984866268607397e-05,0.0,2.7395429783196964e-05
merval_cierre_dom_freq,1.5932659050577058e-05,0.0,6.819623565673828,3.640760660657399e-05,7.678754886420283e-05,0.0,3.243527095551915e-05
inflacion_pct3,0.0,0.0,20.990271759033202,3.327774841615973e-05,0.0,0.0,9.983324524847919e-05
merval_apertura_dom_freq_diff1,1.0156113944503886e-05,0.0,9.26972029209137,3.1011931667580606e-05,4.894745398796182e-05,0.0,4.408834101478e-05
emae_original_diff10,2.9385281330007727e-06,0.0,15.74009895324707,2.967493309142459e-05,1.41622545166721e-05,0.0,7.486254475760166e-05
inflacion_pct10,2.1829048591825994e-06,0.0,15.749512791633606,2.8475947340704364e-05,1.0520523473721024e-05,0.0,7.490731854839207e-05
emae_desestacionalizado_diff1,1.5486137363041054e-05,0.0,1.6984782218933105,2.7571260498526803e-05,7.463553482864514e-05,0.0,8.078246666935282e-06
emae_tendencia_ciclo_dom_freq_diff3,1.3388952538662124e-05,0.0,3.5125663757324217,2.7078164370243765e-05,6.452813959298113e-05,0.0,1.6706353517750178e-05
m2_dom_freq_diff1,1.4174668331179419e-05,0.0,1.818564224243164,2.5654765835570136e-05,6.831490171597481e-05,0.0,8.649395790735599e-06
emae_original_pct10,1.591758980339364e-05,0.0,0.0,2.5571640844724678e-05,7.671492253417404e-05,0.0,0.0
prestamos_privados_ars_dom_freq_diff1,1.4000222290633246e-05,0.0,0.5276264190673828,2.3327879164236287e-05,6.747415794432415e-05,0.0,2.509479548384706e-06
merval_cierre_dom_freq_diff1,9.922901949721562e-06,0.0,3.5489322662353517,2.1567601038396396e-05,4.782348733630506e-05,0.0,1.6879315778884123e-05
tc_minorista_dom_freq,1.1815612742793746e-05,0.0,0.0,1.8981806237691622e-05,5.694541871307487e-05,0.0,0.0
emae_desestacionalizado_diff3,4.103842411495862e-06,0.0,7.544223785400391,1.8553361585022483e-05,1.9778493891282583e-05,0.0,3.5881590863784865e-05
emae_desestacionalizado_dom_freq,9.77345629280535e-06,0.0,0.0,1.5701077689409292e-05,4.710323306822788e-05,0.0,0.0
tasa_prestamos_personales_dom_freq_diff1,8.047308710956713e-07,0.0,8.598030376434327,1.4924025593050828e-05,3.878405411841993e-06,0.0,4.089367136731049e-05
inflacion_diff1,8.527849695383339e-06,0.0,0.444563102722168,1.4404813626949422e-05,4.110002436580781e-05,0.0,2.1144165150404538e-06
prestamos_privados_ars_dom_freq_diff3,5.553179767048277e-06,0.0,3.3185142040252686,1.418233105234345e-05,2.6763584242925097e-05,0.0,1.5783408914105252e-05
prestamos_privados_ars_dom_freq,8.613178084715401e-06,0.0,0.0,1.3837088355363809e-05,4.151126506609143e-05,0.0,0.0
inflacion_dom_freq,8.153958447110199e-06,0.0,0.0,1.309935106053911e-05,3.929805318161733e-05,0.0,0.0
emae_tendencia_ciclo_dom_freq_diff1,7.408875054437658e-06,0.0,0.0,1.1902373053684763e-05,3.570711916105429e-05,0.0,0.0
merval_minimo_dom_freq,4.9372961427707194e-06,0.0,2.0551013946533203,1.1189911821205111e-05,2.379532930545674e-05,0.0,9.774406158158594e-06
emae_tendencia_ciclo_pct10,1.5770050794117195e-07,0.0,6.565765380859375,1.0662639172848676e-05,7.600385736619251e-07,0.0,3.1227878944884104e-05
merval_maximo_dom_freq_diff1,5.1808886667004115e-06,0.0,1.142791074514389,1.013487686008129e-05,2.496932498156005e-05,0.0,5.43530559868382e-06
inflacion_lag3,1.7980123629968148e-06,0.0,4.074027347564697,9.347429189505677e-06,8.66553170715457e-06,0.0,1.9376755861362462e-05
tc_mayorista_dom_freq,2.8246423880773363e-06,0.0,1.8981822967529296,7.547151377423814e-06,1.36133814644412e-05,0.0,9.028072667830245e-06
inflacion_pct1,0.0,0.0,4.0873466491699215,6.4800348962692525e-06,0.0,0.0,1.9440104688807757e-05
emae_original_dom_freq,3.2791874446047587e-06,0.0,0.0,5.268021392163632e-06,1.5804064176490897e-05,0.0,0.0
inflacion_dom_freq_diff3,7.238264515763148e-07,0.0,2.301669120788574,4.8118698628944445e-06,3.488486061440307e-06,0.0,1.0947123527243026e-05
emae_original_pct3,2.1051164367236197e-06,0.0,0.0,3.381873896809813e-06,1.014562169042944e-05,0.0,0.0
emae_desestacionalizado_dom_freq_diff3,5.613551593341981e-07,0.0,1.1158453404903412,2.6708672805231932e-06,2.7054546633247577e-06,0.0,5.307147178244821e-06
emae_tendencia_ciclo_pct3,0.0,0.0,1.378305184841156,2.1851500403797116e-06,0.0,0.0,6.555450121139135e-06
emae_desestacionalizado_pct1,1.1152058505103924e-06,0.0,0.0,1.7915804986448073e-06,5.374741495934422e-06,0.0,0.0
emae_tendencia_ciclo_dom_freq,5.313807093898504e-07,0.0,0.0,8.536642054587464e-07,2.5609926163762394e-06,0.0,0.0
emae_original_diff1,0.0,0.0,0.5026899814605713,7.969592259885724e-07,0.0,0.0,2.390877677965717e-06
emae_desestacionalizado_pct3,0.0,0.0,0.43461318016052247,6.890310060661703e-07,0.0,0.0,2.067093018198511e-06
emae_desestacionalizado_pct10,3.3363942293362924e-07,0.0,0.031754741072654726,5.863360419003793e-07,1.6079772629423458e-06,0.0,1.5103086275879215e-07
emae_tendencia_ciclo_diff1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tc_minorista_dom_freq_diff3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emae_original_pct1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
m2_transaccional_dom_freq_diff1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
m2_transaccional_dom_freq_diff3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emae_tendencia_ciclo_pct1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
